name	b_number	multi_fun
glvB	b3682	BC-4.4.A
glvC	b3683	BC-4.4.A
yidP	b3684	BC-2.2.2:BC-3.1.2.3
yidE	b3685	BC-4.9.B
ibpB	b3686	BC-5.5.2:BC-5.5.6
ibpA	b3687	BC-5.5.2:BC-5.5.6
yidQ	b3688	Unclassified-Genes
yidR	b3689	Unclassified-Genes
cbrA	b3690	BC-5.6:BC-8.4
dgoT	b3691	BC-4.2.A:BC-6.1
dgoD	b4478	BC-1.1.1
dgoA	b4477	BC-1.1.1
dgoK	b3693	BC-1.1.1
dgoR	b4479	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yidX	b3696	Unclassified-Genes
yidA	b3697	Unclassified-Genes
yidB	b3698	Unclassified-Genes
gyrB	b3699	BC-2.1.1
recF	b3700	BC-2.1.1:BC-2.1.3:BC-2.1.4
dnaN	b3701	BC-2.1.1
dnaA	b3702	BC-2.1.1:BC-2.2.2:BC-2.3.7:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.2
ysdD	b4757	ORFs
rpmH	b3703	BC-2.3.2:BC-2.3.8:BC-3.1.3.3:BC-6.6
rnpA	b3704	BC-1.2.1:BC-2.2.3
yidD	b4557	Unclassified-Genes
yidC	b3705	BC-2.3.4:BC-4:BC-6.1
mnmE	b3706	BC-2.2.3:BC-2.2.5
tnaC	b3707	BC-1.1.3
tnaA	b3708	BC-1.1.3
tnaB	b3709	BC-1.5.1.15:BC-4.2.A:BC-6.1
mdtL	b3710	BC-4.2.A:BC-6.1
yidZ	b3711	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yieE	b3712	Unclassified-Genes
yieF	b3713	BC-5.6.2
adeP	b3714	BC-4.2.A
yieH	b3715	Unclassified-Genes
cbrB	b3716	ORFs
cbrC	b3717	BC-8.4
yieK	b3718	BC-1
yieL	b3719	BC-1.1.1
bglH	b3720	BC-4.1.B
bglB	b3721	BC-1.1.1
bglF	b3722	BC-1.1.1:BC-2.3.3:BC-3.1.3.2:BC-4.4.A:BC-6.1
bglG	b3723	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
phoU	b3724	BC-1.8.1:BC-3.1.4
pstB	b3725	BC-1.8.1:BC-4.3.A.1.a
pstA	b3726	BC-1.8.1:BC-4.3.A.1.m:BC-6.1
pstC	b3727	BC-1.8.1:BC-4.3.A.1.m:BC-6.1
pstS	b3728	BC-1.8.1:BC-4.3.A.1.p
glmS	b3729	BC-1.6.3.1:BC-1.6.7:BC-1.7.12:BC-6.2:BC-6.3
glmU	b3730	BC-1.6.3.1:BC-1.6.4:BC-1.6.7:BC-1.7.10:BC-6.2:BC-6.3
atpC	b3731	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpD	b3732	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpG	b3733	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpA	b3734	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpH	b3735	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpF	b3736	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpE	b3737	BC-1.3.8:BC-4.3.A.2:BC-6.1
atpB	b3738	BC-1.3.8:BC-2.3.4:BC-4.3.A.2:BC-6.1
atpI	b3739	BC-1.3.8:BC-4.3.A.2:BC-6.1
rsmG	b3740	BC-2.2.3
mnmG	b3741	BC-2.2.3
mioC	b3742	BC-1.5.3.1:BC-2.1.1
asnC	b3743	BC-1.5.1.6:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.2
asnA	b3744	BC-1.5.1.6
viaA	b3745	BC-3.1.3
ravA	b3746	BC-3.1.4
kup	b3747	BC-4.2.A:BC-5.5.1:BC-6.1
rbsD	b3748	BC-1.1.1
rbsA	b3749	BC-1.1.1:BC-4.3.A.1.a
rbsC	b3750	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
rbsB	b3751	BC-1.1.1:BC-4.3.A.1.p
rbsK	b3752	BC-1.1.1
rbsR	b3753	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
hsrA	b3754	BC-4.2.A:BC-6.1
yieP	b3755	BC-3.1.4
hdfR	b4480	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
maoP	b3764	BC-3.1.2
yifB	b3765	BC-3.1.3.4
ilvL	b3766	BC-1.5.1.18
ilvX	b4669	ORFs
ilvG	b4488	Interrupted-Genes
ilvM	b3769	BC-1.5.1.18
ilvE	b3770	BC-1.5.1.17:BC-1.5.1.18:BC-1.5.1.19
ilvD	b3771	BC-1.5.1.18
ilvA	b3772	BC-1.5.1.18
ilvY	b3773	BC-1.5.1.18:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
ilvC	b3774	BC-1.5.1.18
ppiC	b3775	BC-2.3.4
yifN	b3777	Pseudo-Genes
rep	b3778	BC-2.1.1
gpp	b3779	BC-1.7.33:BC-1.8.1:BC-5.5.3
rhlB	b3780	BC-1.2.1:BC-2.2.4
trxA	b3781	BC-1.6.15.2
rhoL	b3782	BC-2.2.2
rho	b3783	BC-2.2.2:BC-3.1.2.3
rfe	b3784	BC-1.6.4:BC-6.3
wzzE	b3785	BC-1.6.4:BC-3.1.4:BC-6.1:BC-6.3
wecB	b3786	BC-1.6.4:BC-6.3
wecC	b3787	BC-1.6.4:BC-6.3
rffG	b3788	BC-1.5.3.7:BC-1.6.3.1:BC-1.6.4:BC-6.3
rffH	b3789	BC-1.6.3.1:BC-1.6.4:BC-6.3
rffC	b3790	BC-6.3
wecE	b3791	BC-1.6.4:BC-6.3
wzxE	b3792	BC-1.6.4:BC-4:BC-6.1
rffT	b4481	BC-1.6.4:BC-6.3
wzyE	b3793	BC-1.6.4:BC-6.1:BC-6.3
rffM	b3794	BC-1.6.4:BC-6.3
yifK	b3795	BC-4.2.A:BC-6.1
aslB	b3800	BC-2.3.4
aslA	b3801	BC-1.8.2
hemY	b3802	ORFs
hemX	b3803	Unclassified-Genes
hemD	b3804	BC-1.5.3.12
hemC	b3805	BC-1.5.3.12
cyaA	b3806	BC-3.1.3.3
cyaY	b3807	BC-1.7.19
yzcX	b3808	ORFs
yifL	b4558	Unclassified-Genes
dapF	b3809	BC-1.5.1.7
yigA	b3810	Unclassified-Genes
xerC	b3811	BC-2.1.3:BC-5.1
yigB	b3812	BC-1.5.3.9
uvrD	b3813	BC-2.1.1:BC-2.1.4:BC-5.8
yigE	b4482	ORFs
corA	b3816	BC-4.9.A:BC-6.1
yigF	b3817	Conserved-Hypothetical-ORFs
yigG	b3818	Unclassified-Genes
rarD	b3819	BC-4.9.B
yigI	b3820	Unclassified-Genes
pldA	b3821	BC-1.8.1
recQ	b3822	BC-2.1.1:BC-2.1.3:BC-2.1.4
rhtC	b3823	BC-1.5.1.8:BC-4.2.A:BC-6.1
rhtB	b3824	BC-4.2.A:BC-6.1
pldB	b3825	BC-1.8
yigL	b3826	BC-5.5.6
bioP	b3827	BC-4.9.A:BC-6.1
metR	b3828	BC-1.5.1.9:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1
metE	b3829	BC-1.5.1.9
ysgA	b3830	ORFs
udp	b3831	BC-1.7.33
rmuC	b3832	Unclassified-Genes
ubiE	b3833	BC-1.3.6:BC-1.3.7:BC-1.5.3.11
ubiJ	b3834	BC-1.5.3.11
ubiB	b3835	BC-1.3.6:BC-1.5.3.11
tatA	b3836	BC-4.2:BC-6.1
tatB	b3838	BC-4.2:BC-6.1
tatC	b3839	BC-4.2:BC-6.1
tatD	b4483	BC-2.1.5:BC-2.3.6
rfaH	b3842	BC-1.6.13:BC-1.6.3.2:BC-2.2.2:BC-3.1.2.2
ubiD	b3843	BC-1.5.3.11
fre	b3844	BC-1.4.3
fadA	b3845	BC-1.1.2
fadB	b3846	BC-1.1.2
pepQ	b3847	BC-1.2.3:BC-2.3.6
yigZ	b3848	ORFs
trkH	b3849	BC-4.2.A:BC-6.1
hemG	b3850	BC-1.5.3.12
mobB	b3856	BC-1.5.3
mobA	b3857	BC-1.5.3.4
yihD	b3858	Conserved-Hypothetical-ORFs
srkA	b3859	BC-2.3.3:BC-3.1.3.2:BC-5.5.6
dsbA	b3860	BC-2.3.4:BC-5.5
yihF	b3861	Unclassified-Genes
yihG	b3862	ORFs
polA	b3863	BC-2.1.1
yihA	b3865	BC-5.1:BC-5.2
yihI	b3866	BC-3.1.3.3
hemN	b3867	BC-1.5.3.12
yshB	b4686	Unclassified-Genes
glnG	b3868	BC-1.5.1.2:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-3.3.1
glnL	b3869	BC-1.5.1.2:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2
glnA	b3870	BC-1.5.1.2:BC-1.8.3
bipA	b3871	BC-2.3.2:BC-3:BC-5.5.2
yihL	b3872	BC-2.2.2:BC-3.1.2.3
yihM	b3873	Unclassified-Genes
yihN	b3874	BC-4.2.A:BC-6.1
ompL	b3875	BC-4.1.B
yihO	b3876	BC-4.2.A:BC-6.1
yihP	b3877	BC-4.2.A:BC-6.1
yihQ	b3878	BC-1.1.1
yihR	b3879	BC-1.7.1
yihS	b3880	BC-1.1.1
yihT	b3881	BC-1.1.1
yihU	b3882	BC-1.1.1:BC-5.6.2
yihV	b3883	BC-1.1.1
yihW	b3884	BC-2.2.2:BC-3.1.2.3:BC-3.3.2
yihX	b3885	BC-1
yihY	b3886	Unclassified-Genes
dtd	b3887	BC-5.6.2
yiiD	b3888	BC-1.5.4
yiiE	b3889	BC-2.2.2:BC-3.1.2
yiiF	b3890	Unclassified-Genes
fdhE	b3891	BC-1.3.7:BC-2.3.4
fdoI	b3892	BC-1.3.7:BC-1.4.1:BC-1.6.15.1:BC-6.1
fdoH	b3893	BC-1.3.7:BC-1.4.1:BC-6.1
fdoG	b3894	BC-1.3.7:BC-1.4.1
fdhD	b3895	BC-1.3.7:BC-1.5.3.4
yiiG	b3896	Unclassified-Genes
frvR	b3897	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
frvX	b3898	BC-1.2.4
frvB	b3899	BC-4.4.A
frvA	b3900	BC-1.1.1:BC-4.4.A
rhaM	b3901	BC-1.1
rhaD	b3902	BC-1.1.1
rhaA	b3903	BC-1.1.1
rhaB	b3904	BC-1.1.1
rhaS	b3905	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
rhaR	b3906	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
rhaT	b3907	BC-1.1.1:BC-4.2.A:BC-6.1
sodA	b3908	BC-5.6.2
kdgT	b3909	BC-1.1.1:BC-4.2.A:BC-6.1
yiiM	b3910	BC-5.6.2
cpxA	b3911	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-5.5.6:BC-6.1
cpxR	b3912	BC-1.2.3:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-5.6.2
cpxP	b4484	BC-2.3.4:BC-3.1.2.4.3:BC-5.5.4:BC-5.5.6
fieF	b3915	BC-4.2.A:BC-6.1
pfkA	b3916	BC-1.1.1
sbp	b3917	BC-1.8.2:BC-4.3.A.1.p
cdh	b3918	BC-1
tpiA	b3919	BC-1.3.1
yiiQ	b3920	Unclassified-Genes
yiiR	b3921	ORFs
yiiS	b3922	Conserved-Hypothetical-ORFs
uspD	b3923	BC-5.5:BC-5.6.1
fpr	b3924	BC-1.7.1:BC-5.6.2
glpX	b3925	BC-1.7
glpK	b3926	BC-1.7.6
glpF	b3927	BC-1.5.4:BC-1.7.6:BC-4.1.A:BC-6.1
zapB	b3928	BC-5.1
rraA	b3929	BC-2.2.4:BC-3.1.3
menA	b3930	BC-1.3.7:BC-1.5.3.11:BC-6.1
hslU	b3931	BC-1.2.3:BC-2.3.4:BC-2.3.6:BC-3.1.3.4:BC-5.1:BC-5.2:BC-5.5.2
hslV	b3932	BC-1.2.3:BC-2.3.4:BC-2.3.6:BC-3.1.3.4:BC-5.1
ftsN	b3933	BC-5.1
cytR	b3934	BC-1.7.33:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.2
priA	b3935	BC-2.1.1
rpmE	b3936	BC-2.3.2:BC-2.3.8:BC-6.6
yiiX	b3937	Conserved-Hypothetical-ORFs
metJ	b3938	BC-1.5.1.9:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
metB	b3939	BC-1.1.3:BC-1.5.1.9:BC-1.7.30
metL	b3940	BC-1.5.1.21:BC-1.5.1.7
metF	b3941	BC-1.7.17
katG	b3942	BC-5.6.2
yijE	b3943	BC-4.9.B:BC-6.1
yijF	b3944	Conserved-Hypothetical-ORFs
gldA	b3945	BC-1.7.6
fsaB	b3946	BC-1
ptsA	b3947	BC-1.1.1:BC-4.4.A:BC-4.8.A
frwC	b3949	BC-4.4.A
frwB	b3950	BC-1.1.1:BC-4.4.A
pflD	b3951	BC-1.3.7
pflC	b3952	BC-1.3.7:BC-2.3.3:BC-3.1.3.3
frwD	b3953	BC-1.1.1:BC-4.4.A
yijO	b3954	BC-2.2.2:BC-3.1.2.2
eptC	b3955	BC-6.1
ppc	b3956	BC-1.3.4:BC-1.3.5
argE	b3957	BC-1.5.1.3
argC	b3958	BC-1.5.1.3
argB	b3959	BC-1.5.1.3
argH	b3960	BC-1.5.1.3
oxyR	b3961	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.2:BC-5.5.6
sthA	b3962	BC-1.7.10
fabR	b3963	BC-2.2.2:BC-3.1.2.3
yijD	b3964	ORFs
trmA	b3965	BC-2.2.3
btuB	b3966	BC-4.1.B:BC-8.1
murI	b3967	BC-1.6.7:BC-6.2
murB	b3972	BC-1.6.7:BC-6.2
birA	b3973	BC-1.5.3.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
coaA	b3974	BC-1.5.3.5
tufB	b3980	BC-2.3.2:BC-5.5.1
secE	b3981	BC-4.3.A.5:BC-6.1
nusG	b3982	BC-2.2.2
rplK	b3983	BC-2.3.2:BC-2.3.8:BC-6.6
rplA	b3984	BC-2.3.2:BC-2.3.8:BC-3.1.3:BC-6.6
rplJ	b3985	BC-2.3.2:BC-2.3.8:BC-3.1.3.1:BC-6.6
rplL	b3986	BC-2.3.2:BC-2.3.8:BC-6.6
rpoB	b3987	BC-2.2.2
rpoC	b3988	BC-2.2.2
yjaZ	b3989	ORFs
thiH	b3990	BC-1.5.3.8
thiG	b3991	BC-1.5.3.8
thiS	b4407	BC-1.5.3.8
thiF	b3992	BC-1.5.3.8
thiE	b3993	BC-1.5.3.8
thiC	b3994	BC-1.5.3.8
rsd	b3995	BC-2.2.2:BC-3.1.2.1:BC-3.3.3
nudC	b3996	BC-1.5.2
hemE	b3997	BC-1.5.3.12
nfi	b3998	BC-1.2.2:BC-2.1.5
yjaG	b3999	Unclassified-Genes
hupA	b4000	BC-2.2.2:BC-2.3.7:BC-3.1.2:BC-3.1.2.2:BC-3.1.2.3
yjaH	b4001	Unclassified-Genes
zraP	b4002	BC-5.5.1:BC-5.5.4:BC-5.6
zraS	b4003	BC-1.3.5:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
zraR	b4004	BC-1.3.5:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3:BC-3.3.2
purD	b4005	BC-1.5.2.1
purH	b4006	BC-1.5.2.1:BC-1.7.33
yjaA	b4011	BC-5.5.4:BC-5.5.6
yjaB	b4012	BC-2.3.3:BC-3.1.3.2
metA	b4013	BC-1.5.1.9
aceB	b4014	BC-1.7.2
aceA	b4015	BC-1.7.2
aceK	b4016	BC-1.7.2:BC-2.3.3:BC-3.1.3.2
arpA	b4017	BC-1.5.4:BC-3.1.4
iclR	b4018	BC-1.7.2:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
metH	b4019	BC-1.5.1.9
yjbB	b4020	BC-4.2.A
pepE	b4021	BC-1.2.3:BC-2.3.6
rluF	b4022	BC-2.2.3
yjbD	b4023	Unclassified-Genes
lysC	b4024	BC-1.5.1.21:BC-1.5.1.7
pgi	b4025	BC-1.3.1:BC-1.7
yjbE	b4026	BC-1.6:BC-6.3
yjbF	b4027	BC-1.6
yjbG	b4028	BC-1.6
yjbH	b4029	BC-1.6
yjbT	b4620	Unconserved-ORFs
psiE	b4030	ORFs
xylE	b4031	BC-1.1.1:BC-4.2.A:BC-6.1
malG	b4032	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
malF	b4033	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
malE	b4034	BC-4.3.A.1.p:BC-5.3
malK	b4035	BC-1.1.1:BC-4.3.A.1.a
lamB	b4036	BC-4.1.B:BC-8.1
malM	b4037	BC-1.1.1
yjbI	b4038	Interrupted-Genes
ubiC	b4039	BC-1.5.3.11
ubiA	b4040	BC-1.3.6:BC-1.5.3.11:BC-6.1
plsB	b4041	BC-1.5.4:BC-1.6.1:BC-6.1
dgkA	b4042	BC-1.5.4:BC-1.6.1:BC-6.1
lexA	b4043	BC-2.1.4:BC-2.2.2:BC-3.1.2.3:BC-3.3.2:BC-5.8
dinF	b4044	BC-2.1.4:BC-4.2.A:BC-5.6.1:BC-5.8:BC-6.1
yjbJ	b4045	ORFs
zur	b4046	BC-2.2.2:BC-3.1.1:BC-3.1.2.3:BC-3.3.1
yjbL	b4047	ORFs
yjbM	b4048	Conserved-Hypothetical-ORFs
dusA	b4049	BC-2.2.3
pspG	b4050	BC-5.10
qorA	b4051	BC-1.4.3
dnaB	b4052	BC-2.1.1
alr	b4053	BC-1.5.1.17
tyrB	b4054	BC-1.5.1.13:BC-1.5.1.14:BC-1.5.1.19
yjbS	b4621	ORFs
aphA	b4055	BC-1.7.33
yjbQ	b4056	Unclassified-Genes
yjbR	b4057	Unclassified-Genes
uvrA	b4058	BC-2.1.4:BC-5.6.1:BC-5.8
ssb	b4059	BC-2.1.3:BC-5.8
yjcB	b4060	Unclassified-Genes
pdeC	b4061	Unclassified-Genes
soxS	b4062	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.2:BC-5.5.6:BC-5.6.2
soxR	b4063	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.5.6:BC-5.6.2
ghxP	b4064	BC-4.2.A:BC-6.1
yjcE	b4065	BC-4.2.A:BC-6.1
yjcF	b4066	Unclassified-Genes
actP	b4067	BC-4.2.A:BC-6.1
yjcH	b4068	Unclassified-Genes
acs	b4069	BC-1.1.1:BC-1.1.2:BC-1.5.4:BC-1.7.29
nrfA	b4070	BC-1.3.7:BC-1.4.2:BC-1.6.15.1
nrfB	b4071	BC-1.3.7:BC-1.4.2:BC-1.6.15.1
nrfC	b4072	BC-1.3.7:BC-1.4.2:BC-6.1
nrfD	b4073	BC-1.3.7:BC-6.1
nrfE	b4074	BC-1.3.7:BC-1.6.15.1:BC-2.3.4:BC-6.1
nrfF	b4075	BC-1.3.7:BC-1.6.15.1:BC-2.3.4
nrfG	b4076	BC-1.3.7:BC-1.6.15.1:BC-2.3.4
gltP	b4077	BC-1.5.1.1:BC-1.5.1.5:BC-4.2.A:BC-6.1
yjcO	b4078	Unclassified-Genes
fdhF	b4079	BC-1.3.5:BC-1.4.1
mdtP	b4080	BC-4.2.A:BC-5.6.4
mdtO	b4081	BC-4.2.A:BC-5.6.4
mdtN	b4082	BC-4.2.A:BC-5.6.4
ytcA	b4622	ORFs
yjcS	b4083	BC-1.8.2
alsK	b4084	BC-1.1.1
alsE	b4085	BC-1.1.1
alsC	b4086	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
alsA	b4087	BC-1.1.1:BC-4.3.A.1.a
alsB	b4088	BC-1.1.1:BC-4.3.A.1.p
alsR	b4089	BC-1.1.1:BC-1.7.3:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
rpiB	b4090	BC-1.1.1
yjdP	b4487	Unclassified-Genes
phnP	b4092	BC-1.8.1
phnO	b4093	BC-1.8.3:BC-2.3.3:BC-3.1.3.2
phnN	b4094	BC-1.8.1
phnM	b4095	BC-1.8.1:BC-6.1
phnL	b4096	BC-1.8.1
phnK	b4097	BC-1.8.1
phnJ	b4098	BC-1.8.1
phnI	b4099	BC-1.8.1
phnH	b4100	BC-1.8.1
phnG	b4101	BC-1.8.1
phnF	b4102	BC-1.8.1:BC-2.2.2:BC-3.1.2.3
phnE	b4583	Pseudo-Genes
phnD	b4105	BC-4.3.A.1.p
phnC	b4106	BC-4.3.A.1.a:BC-5.5.3
yjdN	b4107	ORFs
yjdM	b4108	BC-3
crfC	b4109	BC-3.1.3.3
yjcZ	b4110	BC-3.1.3.3
proP	b4111	BC-4.2.A:BC-5.5.1:BC-6.1
pmrR	b4703	Unclassified-Genes
basS	b4112	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
basR	b4113	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3
eptA	b4114	BC-6.1
adiC	b4115	BC-4.2.A:BC-6.1
adiY	b4116	BC-2.2.2:BC-3.1.2.2:BC-3.3.1
adiA	b4117	BC-5.5.4
melR	b4118	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
melA	b4119	BC-1.1.1
melB	b4120	BC-1.1.1:BC-4.2.A:BC-6.1
yjdF	b4121	Unclassified-Genes
fumB	b4122	BC-1.3.4:BC-1.3.5
dcuB	b4123	BC-1.1.1:BC-4.2.A:BC-6.1
dcuR	b4124	BC-1.3.7:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3
dcuS	b4125	BC-1.3.7:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2
yjdI	b4126	Unclassified-Genes
yjdJ	b4127	ORFs
ghoS	b4128	BC-2.2.4
ghoT	b4559	BC-5
lysU	b4129	BC-2.3.1
dtpC	b4130	BC-4.2.A:BC-6.1
cadA	b4131	BC-5.5.4
cadB	b4132	BC-4.2.A:BC-6.1
cadC	b4133	BC-1.1.3:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
yjdC	b4135	BC-2.2.2:BC-3.1.2
dsbD	b4136	BC-1.6.15.1:BC-1.8.2:BC-6.1
cutA	b4137	BC-5.5.6
dcuA	b4138	BC-1.1.1:BC-4.2.A:BC-6.1
aspA	b4139	BC-1.5.1.6:BC-1.5.1.7:BC-1.7.13
fxsA	b4140	BC-6.1:BC-8.1:BC-8.2
yjeH	b4141	BC-4.2.A
groS	b4142	BC-2.3.4:BC-5.1
groL	b4143	BC-2.3.4:BC-5.1
yjeI	b4144	Unclassified-Genes
yjeJ	b4145	Unclassified-Genes
epmB	b4146	BC-3.1.3.2
efp	b4147	BC-2.3.2
ecnA	b4410	BC-5.5.1
ecnB	b4411	BC-5.5.1
gdx	b4148	BC-4.2.A:BC-6.1
blc	b4149	Unclassified-Genes
ampC	b4150	BC-1.6.7:BC-5.6.4:BC-6.2
frdD	b4151	BC-1.3.5:BC-1.3.7:BC-1.4.2:BC-6.1
frdC	b4152	BC-1.3.5:BC-1.3.7:BC-1.4.2:BC-6.1
frdB	b4153	BC-1.3.5:BC-1.3.7:BC-1.4.2
frdA	b4154	BC-1.3.5:BC-1.3.7:BC-1.4.2
epmA	b4155	BC-3.1.3.2
yjeM	b4156	BC-4.2.A:BC-6.1
yjeN	b4157	Conserved-Hypothetical-ORFs
yjeO	b4158	Unclassified-Genes
mscM	b4159	BC-4.1:BC-5.5.1:BC-6.1
psd	b4160	BC-1.6.1:BC-6.1
rsgA	b4161	BC-6.6
orn	b4162	BC-2.2.4
yjeV	b4670	ORFs
queG	b4166	BC-2.2.3
nnr	b4167	BC-5.6.2
tsaE	b4168	BC-2.2.3
amiB	b4169	BC-1.6.7:BC-6.2
mutL	b4170	BC-2.1.4
miaA	b4171	BC-2.2.3:BC-5.5.2
hfq	b4172	BC-2.2.4:BC-2.2.7:BC-2.3.7:BC-3.1.3.1:BC-3.1.3.6:BC-3.3.4:BC-8.1
hflX	b4173	BC-6.6
hflK	b4174	BC-1.2.3:BC-3.1.3.4:BC-8.1
hflC	b4175	BC-1.2.3:BC-3.1.3.4:BC-8.1
yjeT	b4176	Unclassified-Genes
purA	b4177	BC-1.5.2.1:BC-1.7.33
nsrR	b4178	BC-2.2.2:BC-3.1.2.3
rnr	b4179	BC-1.2.1:BC-2.2.4
rlmB	b4180	BC-2.2.3
yjfI	b4181	Unclassified-Genes
yjfJ	b4182	ORFs
yjfK	b4183	Unclassified-Genes
yjfL	b4184	BC-6.1
yjfM	b4185	Unclassified-Genes
yjfC	b4186	ORFs
aidB	b4187	BC-3.1.2.3
yjfN	b4188	BC-3.1.3.3
bsmA	b4189	BC-5.5.4:BC-5.5.6
yjfP	b4190	Unclassified-Genes
ulaR	b4191	BC-2.2.2:BC-3.1.2.3
ulaG	b4192	BC-1.1
ulaA	b4193	BC-4.4.A
ulaB	b4194	BC-4.4.A
ulaC	b4195	BC-4.4.A
ulaD	b4196	BC-1.1.1
ulaE	b4197	BC-1.7.1
ulaF	b4198	BC-1.7.1
yjfY	b4199	Conserved-Hypothetical-ORFs
rpsF	b4200	BC-2.3.2:BC-2.3.8:BC-6.6
priB	b4201	BC-2.1.1
rpsR	b4202	BC-2.3.2:BC-2.3.8:BC-6.6
rplI	b4203	BC-2.3.2:BC-2.3.8:BC-6.6
yjfZ	b4204	ORFs
ytfA	b4205	BC-2.2.2:BC-3.1.2
ytfB	b4206	BC-5.1
fklB	b4207	BC-2.3.4
cycA	b4208	BC-4.2.A:BC-6.1
ytfE	b4209	BC-2.3.4
ytfF	b4210	BC-4.9.B
qorB	b4211	BC-1
ytfH	b4212	BC-3.1.2
cpdB	b4213	BC-1.7.33
cysQ	b4214	BC-1.5.4:BC-1.8.2
ytfI	b4215	Conserved-Hypothetical-ORFs
ytfJ	b4216	Unclassified-Genes
ytfK	b4217	BC-5.5.3
ytfL	b4218	BC-4
msrA	b4219	BC-2.3.4:BC-5.10:BC-5.5.6
tamA	b4220	BC-4.9.A
tamB	b4221	BC-4.9.A
ytfP	b4222	Unclassified-Genes
yzfA	b4223	Phantom-Genes
chpS	b4224	BC-5.10
chpB	b4225	BC-2.2.4:BC-3.1.3
ppa	b4226	BC-1.8.1
ytfQ	b4227	BC-4.3.A.1.p
ytfR	b4485	BC-4.3.A.1.a
ytfT	b4230	BC-4.3.A.1.m:BC-6.1
yjfF	b4231	BC-4.3.A.1.m:BC-6.1
fbp	b4232	BC-1.7
mpl	b4233	BC-1.7.34:BC-6.2
yjgA	b4234	Unclassified-Genes
pmbA	b4235	BC-2.3.4:BC-5.6.3
nrdG	b4237	BC-2.3.3:BC-3.1.3.3
nrdD	b4238	BC-1.7.15
treC	b4239	BC-1.1.1
treB	b4240	BC-1.7.9:BC-4.4.A:BC-6.1
treR	b4241	BC-1.7.9:BC-2.2.2:BC-3.1.2.3:BC-3.3.2:BC-5.5.1
mgtL	b4702	BC-3.1.2
mgtA	b4242	BC-4.3.A.3:BC-6.1
ridA	b4243	BC-1:BC-5.5.6
pyrI	b4244	BC-1.5.2.2:BC-3.1.3.3
pyrB	b4245	BC-1.5.2.4
pyrL	b4246	BC-1.5.2.2
yjgH	b4248	ORFs
bdcA	b4249	ORFs
bdcR	b4251	BC-2.2.2:BC-3.1.2
tabA	b4252	BC-5.5
yjgL	b4253	ORFs
argI	b4254	BC-1.5.1.3
rraB	b4255	BC-2.2.4:BC-3.1.3
yjgM	b4256	ORFs
yjgN	b4257	Unclassified-Genes
valS	b4258	BC-2.3.1
holC	b4259	BC-2.1.1
pepA	b4260	BC-1.2.3:BC-2.1.3:BC-2.2.2:BC-2.3.6
lptF	b4261	BC-4:BC-6.1
